Contigs id(VIRUS)	Sequence location	Host taxid	Host name	Refseq  host	sequence location	pmid	evidence
GOV_bin_798_contig-100_0	27654921.fasta	796620	Vibrio sp. SP2010			27654921	Tetra
GOV_bin_833_contig-100_1	27654921.fasta	796620	Vibrio sp. SP2010			27654921	Tetra
Tp1_31_SUR_0-0d2_scaffold54031_1	27654921.fasta	796620	Vibrio sp. SP2010			27654921	Tetra
Tp1_41_DCM_0-0d2_scaffold23317_1	27654921.fasta	796620	Vibrio sp. SP2010			27654921	Tetra
Tp1_70_MES_0-0d2_scaffold38952_1	27654921.fasta	796620	Vibrio sp. SP2010			27654921	Tetra
Gammaproteobacteria_gi_483968141	26200428.fasta	530557	Vibrio splendidus 12F01			26200428	VirSorter
Gammaproteobacteria_gi_484202349_16948_55678	26200428.fasta	617145	Vibrio splendidus 1F-157			26200428	VirSorter
Gammaproteobacteria_gi_484203171	26200428.fasta	617145	Vibrio splendidus 1F-157			26200428	VirSorter
Gammaproteobacteria_gi_417949419_198_5285	26200428.fasta	1051645	Vibrio splendidus ATCC 33789			26200428	VirSorter
Gammaproteobacteria_gi_417949419_5402_16912	26200428.fasta	1051645	Vibrio splendidus ATCC 33789			26200428	VirSorter
Gammaproteobacteria_gi_484201522	26200428.fasta	617146	Vibrio splendidus FF-6			26200428	VirSorter
Gammaproteobacteria_gi_484206216	26200428.fasta	1191323	Vibrio tasmaniensis 1F-155			26200428	VirSorter
Gammaproteobacteria_gi_484204727	26200428.fasta	1191322	Vibrio tasmaniensis 1F-187			26200428	VirSorter
Gammaproteobacteria_gi_484207440_64460_74207	26200428.fasta	1191324	Vibrio tasmaniensis 1F-267			26200428	VirSorter
Gammaproteobacteria_gi_484208943_7651_19335	26200428.fasta	1191326	Vibrio tasmaniensis ZS-17			26200428	VirSorter
GOV_bin_4825_contig-100_4	27654921.fasta	672	Vibrio vulnificus	"NC_005140.1,NC_005139.1"		27654921	blastn
Gammaproteobacteria_gi_320157827_918607_928792	26200428.fasta	914127	Vibrio vulnificus MO6-24/O			26200428	VirSorter
GOV_bin_4350_contig-100_0	27654921.fasta	1482	Virgibacillus halodenitrificans (Denariaz et al. 1989) Yoon et al. 2004			27654921	Tetra
GOV_bin_2736_contig-100_0	27654921.fasta	171693	Virgibacillus picturae Heyrman et al. 2003			27654921	Tetra
GOV_bin_4154_contig-100_0	27654921.fasta	171693	Virgibacillus picturae Heyrman et al. 2003			27654921	Tetra
GOV_bin_436_contig-100_2	27654921.fasta	171693	Virgibacillus picturae Heyrman et al. 2003			27654921	Tetra
GOV_bin_48571_contig-100_1	27654921.fasta	171693	Virgibacillus picturae Heyrman et al. 2003			27654921	Tetra
GOV_bin_7836_contig-100_2	27654921.fasta	171693	Virgibacillus picturae Heyrman et al. 2003			27654921	Tetra
Tp1_123_DCM_0-0d2_scaffold29382_1	27654921.fasta	171693	Virgibacillus picturae Heyrman et al. 2003			27654921	Tetra
Tp1_32_SUR_0-0d2_scaffold22304_2	27654921.fasta	171693	Virgibacillus picturae Heyrman et al. 2003			27654921	Tetra
Tp1_52_DCM_0-0d2_scaffold54561_2	27654921.fasta	171693	Virgibacillus picturae Heyrman et al. 2003			27654921	Tetra
GOV_bin_2000_contig-100_0	27654921.fasta	1462526	Virgibacillus sp. Vm-5			27654921	Tetra
Tp1_124_DCM_0-0d2_scaffold26714_1	27654921.fasta	1462526	Virgibacillus sp. Vm-5			27654921	Tetra
Betaproteobacteria_gi_485099580	26200428.fasta	1123499	Vitreoscilla stercoraria DSM 513			26200428	VirSorter
GOV_bin_365_contig-100_2	27654921.fasta	316	VKM B-975			27654921	Tetra
GOV_bin_4403_contig-100_1	27654921.fasta	316	VKM B-975			27654921	Tetra
Bacilli_gi_390630674	26200428.fasta	1127131	Weissella confusa LBAE C39-2			26200428	VirSorter
GOV_bin_1265_contig-100_6	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_1545_contig-100_0	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_204_contig-100_0	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_242_contig-100_3	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_2491_contig-100_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_3080_contig-100_0	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_3263_contig-100_0	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_3427_contig-100_0	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_3515_contig-100_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_3826_contig-100_4	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_4617_contig-100_0	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_4907_contig-100_2	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_51203_contig-100_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
GOV_bin_8024_contig-100_0	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Mp1_MSP114_JGI24656J20076_1000093	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_102_DCM_0-0d2_scaffold29571_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_111_DCM_0-0d2_scaffold22611_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_123_DCM_0-0d2_scaffold11578_2	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_124_SUR_0-0d2_scaffold27287_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_124_SUR_0-0d2_scaffold55730_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_125_SUR_0-0d2_C3583413_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_18_DCM_0-0d2_C3044258_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_23_DCM_0-0d2_scaffold55311_2	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_23_DCM_0-0d2_scaffold74690_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_33_SUR_0-0d2_scaffold69876_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_72_DCM_0-0d2_scaffold31612_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Tp1_78_DCM_0-0d2_scaffold16874_1	27654921.fasta	754409	Winogradskyella sp. PG-2			27654921	Tetra
Gammaproteobacteria_gi_484231890_533788_628137	26200428.fasta	1123502	Wohlfahrtiimonas chitiniclastica DSM 18708			26200428	VirSorter
Alphaproteobacteria_gi_224580656_0_35096	26200428.fasta	569881	Wolbachia endosymbiont of Culex quinquefasciatus JHB			26200428	VirSorter
Alphaproteobacteria_gi_224580657	26200428.fasta	569881	Wolbachia endosymbiont of Culex quinquefasciatus JHB			26200428	VirSorter
Alphaproteobacteria_gi_484006205	26200428.fasta	116598	Wolbachia endosymbiont of Diaphorina citri			26200428	VirSorter
Alphaproteobacteria_gi_353025795	26200428.fasta	941258	Wolbachia endosymbiont wVitB of Nasonia vitripennis			26200428	VirSorter
Alphaproteobacteria_gi_373449894	26200428.fasta	1116230	Wolbachia pipientis wAlbB			26200428	VirSorter
Alphaproteobacteria_gi_558562543_24663_106868	26200428.fasta	1317678	Wolbachia pipientis wMelPop			26200428	VirSorter
Gammaproteobacteria_gi_285016821_1792470_1845390	26200428.fasta	380358	Xanthomonas albilineans GPE PC73			26200428	VirSorter
Gammaproteobacteria_gi_484083113	26200428.fasta	1169848	Xanthomonas arboricola pv. juglandis str. NCPPB 1447			26200428	VirSorter
Gammaproteobacteria_gi_484064829	26200428.fasta	1150615	Xanthomonas axonopodis pv. glycines str. 12-2			26200428	VirSorter
Gammaproteobacteria_gi_484064910	26200428.fasta	1150615	Xanthomonas axonopodis pv. glycines str. 12-2			26200428	VirSorter
Gammaproteobacteria_gi_418518641_585_10562	26200428.fasta	1118965	Xanthomonas axonopodis pv. malvacearum str. GSPB1386			26200428	VirSorter
Gammaproteobacteria_gi_418519098	26200428.fasta	1118965	Xanthomonas axonopodis pv. malvacearum str. GSPB1386			26200428	VirSorter
Gammaproteobacteria_gi_484230766	26200428.fasta	1189618	Xanthomonas axonopodis pv. manihotis str. AFNC1360			26200428	VirSorter
Gammaproteobacteria_gi_484232090_11680_18797	26200428.fasta	1185659	Xanthomonas axonopodis pv. manihotis str. CIO1			26200428	VirSorter
Gammaproteobacteria_gi_484233311	26200428.fasta	1185670	Xanthomonas axonopodis pv. manihotis str. IBSBF 1182			26200428	VirSorter
Gammaproteobacteria_gi_484233324	26200428.fasta	1185670	Xanthomonas axonopodis pv. manihotis str. IBSBF 1182			26200428	VirSorter
Gammaproteobacteria_gi_484233787	26200428.fasta	1185671	Xanthomonas axonopodis pv. manihotis str. IBSBF 1411			26200428	VirSorter
Gammaproteobacteria_gi_484234142	26200428.fasta	1185672	Xanthomonas axonopodis pv. manihotis str. IBSBF 1994			26200428	VirSorter
Gammaproteobacteria_gi_484234849	26200428.fasta	1185673	Xanthomonas axonopodis pv. manihotis str. IBSBF 2345			26200428	VirSorter
Gammaproteobacteria_gi_484235044	26200428.fasta	1185674	Xanthomonas axonopodis pv. manihotis str. IBSBF 2346			26200428	VirSorter
Gammaproteobacteria_gi_484235291	26200428.fasta	1185675	Xanthomonas axonopodis pv. manihotis str. IBSBF 2538			26200428	VirSorter
Gammaproteobacteria_gi_484235442	26200428.fasta	1185675	Xanthomonas axonopodis pv. manihotis str. IBSBF 2538			26200428	VirSorter
Gammaproteobacteria_gi_484235848	26200428.fasta	1185675	Xanthomonas axonopodis pv. manihotis str. IBSBF 2538			26200428	VirSorter
Gammaproteobacteria_gi_484236201	26200428.fasta	1185676	Xanthomonas axonopodis pv. manihotis str. IBSBF 2539			26200428	VirSorter
Gammaproteobacteria_gi_484236233	26200428.fasta	1185676	Xanthomonas axonopodis pv. manihotis str. IBSBF 2539			26200428	VirSorter
Gammaproteobacteria_gi_484236376	26200428.fasta	1185676	Xanthomonas axonopodis pv. manihotis str. IBSBF 2539			26200428	VirSorter
Gammaproteobacteria_gi_484236603	26200428.fasta	1185677	Xanthomonas axonopodis pv. manihotis str. IBSBF 2665			26200428	VirSorter
Gammaproteobacteria_gi_484237025_66_12781	26200428.fasta	1185678	Xanthomonas axonopodis pv. manihotis str. IBSBF 2666			26200428	VirSorter
Gammaproteobacteria_gi_484237295	26200428.fasta	1185679	Xanthomonas axonopodis pv. manihotis str. IBSBF 2667			26200428	VirSorter
Gammaproteobacteria_gi_484237461	26200428.fasta	1185680	Xanthomonas axonopodis pv. manihotis str. IBSBF 2670			26200428	VirSorter
Gammaproteobacteria_gi_484237469_5094_14398	26200428.fasta	1185680	Xanthomonas axonopodis pv. manihotis str. IBSBF 2670			26200428	VirSorter
Gammaproteobacteria_gi_484237693_0_6199	26200428.fasta	1185681	Xanthomonas axonopodis pv. manihotis str. IBSBF 2672			26200428	VirSorter
Gammaproteobacteria_gi_484237847_80_6965	26200428.fasta	1185682	Xanthomonas axonopodis pv. manihotis str. IBSBF 2673			26200428	VirSorter
Gammaproteobacteria_gi_484238102	26200428.fasta	1185683	Xanthomonas axonopodis pv. manihotis str. IBSBF 278			26200428	VirSorter
Gammaproteobacteria_gi_484238114	26200428.fasta	1185683	Xanthomonas axonopodis pv. manihotis str. IBSBF 278			26200428	VirSorter
Gammaproteobacteria_gi_484238593	26200428.fasta	1185684	Xanthomonas axonopodis pv. manihotis str. IBSBF 280			26200428	VirSorter
Gammaproteobacteria_gi_484238671	26200428.fasta	1185684	Xanthomonas axonopodis pv. manihotis str. IBSBF 280			26200428	VirSorter
Gammaproteobacteria_gi_484238875	26200428.fasta	1185684	Xanthomonas axonopodis pv. manihotis str. IBSBF 280			26200428	VirSorter
Gammaproteobacteria_gi_484239119_4520_14952	26200428.fasta	1185685	Xanthomonas axonopodis pv. manihotis str. IBSBF 2816			26200428	VirSorter
Gammaproteobacteria_gi_484239153	26200428.fasta	1185686	Xanthomonas axonopodis pv. manihotis str. IBSBF 2818			26200428	VirSorter
Gammaproteobacteria_gi_484239415_4420_14852	26200428.fasta	1185687	Xanthomonas axonopodis pv. manihotis str. IBSBF 2819			26200428	VirSorter
Gammaproteobacteria_gi_484239930	26200428.fasta	1185687	Xanthomonas axonopodis pv. manihotis str. IBSBF 2819			26200428	VirSorter
Gammaproteobacteria_gi_484240186_4517_17904	26200428.fasta	1185688	Xanthomonas axonopodis pv. manihotis str. IBSBF 2820			26200428	VirSorter
Gammaproteobacteria_gi_484240332_58_6583	26200428.fasta	1185689	Xanthomonas axonopodis pv. manihotis str. IBSBF 2821			26200428	VirSorter
Gammaproteobacteria_gi_484240365	26200428.fasta	1185689	Xanthomonas axonopodis pv. manihotis str. IBSBF 2821			26200428	VirSorter
Gammaproteobacteria_gi_484240863	26200428.fasta	1185691	Xanthomonas axonopodis pv. manihotis str. IBSBF 285			26200428	VirSorter
Gammaproteobacteria_gi_484240938	26200428.fasta	1185691	Xanthomonas axonopodis pv. manihotis str. IBSBF 285			26200428	VirSorter
Gammaproteobacteria_gi_484247344	26200428.fasta	1185704	Xanthomonas axonopodis pv. manihotis str. ORST X27			26200428	VirSorter
Gammaproteobacteria_gi_484245404	26200428.fasta	1185702	Xanthomonas axonopodis pv. manihotis str. ORST17			26200428	VirSorter
Gammaproteobacteria_gi_484247659	26200428.fasta	1185705	Xanthomonas axonopodis pv. manihotis str. ThaiXam			26200428	VirSorter
Gammaproteobacteria_gi_484247867	26200428.fasta	1185705	Xanthomonas axonopodis pv. manihotis str. ThaiXam			26200428	VirSorter
Gammaproteobacteria_gi_484248358	26200428.fasta	1185661	Xanthomonas axonopodis pv. manihotis str. UA226			26200428	VirSorter
Gammaproteobacteria_gi_484248765	26200428.fasta	1185662	Xanthomonas axonopodis pv. manihotis str. UA303			26200428	VirSorter
Gammaproteobacteria_gi_484249003	26200428.fasta	1185663	Xanthomonas axonopodis pv. manihotis str. UA306			26200428	VirSorter
Gammaproteobacteria_gi_484249836_6960_13225	26200428.fasta	1185665	Xanthomonas axonopodis pv. manihotis str. UA324			26200428	VirSorter
Gammaproteobacteria_gi_484250130	26200428.fasta	1185666	Xanthomonas axonopodis pv. manihotis str. UA536			26200428	VirSorter
Gammaproteobacteria_gi_484250532	26200428.fasta	1185667	Xanthomonas axonopodis pv. manihotis str. UA556			26200428	VirSorter
Gammaproteobacteria_gi_484250687	26200428.fasta	1185668	Xanthomonas axonopodis pv. manihotis str. UA560			26200428	VirSorter
Gammaproteobacteria_gi_484251017	26200428.fasta	1185669	Xanthomonas axonopodis pv. manihotis str. UA686			26200428	VirSorter
Gammaproteobacteria_gi_484251403	26200428.fasta	1185706	Xanthomonas axonopodis pv. manihotis str. UG21			26200428	VirSorter
Gammaproteobacteria_gi_484253064	26200428.fasta	1185710	Xanthomonas axonopodis pv. manihotis str. UG28			26200428	VirSorter
Gammaproteobacteria_gi_484255311	26200428.fasta	1185714	Xanthomonas axonopodis pv. manihotis str. UG45			26200428	VirSorter
Gammaproteobacteria_gi_484256122	26200428.fasta	1185715	Xanthomonas axonopodis pv. manihotis str. UG51			26200428	VirSorter
Gammaproteobacteria_gi_484256503	26200428.fasta	1185658	Xanthomonas axonopodis pv. manihotis str. Xam1134			26200428	VirSorter
Gammaproteobacteria_gi_484256810	26200428.fasta	1185327	Xanthomonas axonopodis pv. manihotis str. Xam668			26200428	VirSorter
Gammaproteobacteria_gi_484256996	26200428.fasta	1185327	Xanthomonas axonopodis pv. manihotis str. Xam668			26200428	VirSorter
Gammaproteobacteria_gi_484257550	26200428.fasta	1185656	Xanthomonas axonopodis pv. manihotis str. Xam672			26200428	VirSorter
Gammaproteobacteria_gi_484257565	26200428.fasta	1185656	Xanthomonas axonopodis pv. manihotis str. Xam672			26200428	VirSorter
Gammaproteobacteria_gi_484258229	26200428.fasta	1185657	Xanthomonas axonopodis pv. manihotis str. Xam678			26200428	VirSorter
Gammaproteobacteria_gi_390991443_618_35923	26200428.fasta	1085630	Xanthomonas axonopodis pv. punicae str. LMG 859			26200428	VirSorter
Gammaproteobacteria_gi_484106788_16595_21965	26200428.fasta	1182783	Xanthomonas campestris JX			26200428	VirSorter
Gammaproteobacteria_gi_66766352_2528166_2545161	26200428.fasta	314565	Xanthomonas campestris pv. campestris str. 8004			26200428	VirSorter
Gammaproteobacteria_gi_21229478_2434388_2451079	26200428.fasta	190485	Xanthomonas campestris pv. campestris str. ATCC 33913			26200428	VirSorter
Gammaproteobacteria_gi_485683816_39_9649	26200428.fasta	1075759	Xanthomonas campestris pv. musacearum 'Kenyan'			26200428	VirSorter
Gammaproteobacteria_gi_484209879_61125_70091	26200428.fasta	1094183	Xanthomonas campestris pv. musacearum NCPPB 2005			26200428	VirSorter
Gammaproteobacteria_gi_484210315_121892_137573	26200428.fasta	1094184	Xanthomonas campestris pv. musacearum NCPPB 4379			26200428	VirSorter
Gammaproteobacteria_gi_484210951_121748_137383	26200428.fasta	1094185	Xanthomonas campestris pv. musacearum NCPPB 4380			26200428	VirSorter
Gammaproteobacteria_gi_257136649_64838_76291	26200428.fasta	559737	Xanthomonas campestris pv. musacearum NCPPB 4381			26200428	VirSorter
Gammaproteobacteria_gi_484212922_123788_133278	26200428.fasta	1094187	Xanthomonas campestris pv. musacearum NCPPB 4394			26200428	VirSorter
Gammaproteobacteria_gi_384425691_2459236_2469751	26200428.fasta	990315	Xanthomonas campestris pv. raphani 756C			26200428	VirSorter
Gammaproteobacteria_gi_78045556_2783418_2796071	26200428.fasta	316273	Xanthomonas campestris pv. vesicatoria str. 85-10			26200428	VirSorter
Gammaproteobacteria_gi_381173609_619_7630	26200428.fasta	1156940	Xanthomonas citri pv. mangiferaeindicae LMG 941			26200428	VirSorter
Gammaproteobacteria_gi_488898121	26200428.fasta	1131451	Xanthomonas fragariae LMG 25863			26200428	VirSorter
Gammaproteobacteria_gi_294664179	26200428.fasta	427082	Xanthomonas fuscans subsp. aurantifolii str. ICPB 10535			26200428	VirSorter
Gammaproteobacteria_gi_294664513	26200428.fasta	427082	Xanthomonas fuscans subsp. aurantifolii str. ICPB 10535			26200428	VirSorter
Gammaproteobacteria_gi_294665708	26200428.fasta	427082	Xanthomonas fuscans subsp. aurantifolii str. ICPB 10535			26200428	VirSorter
Gammaproteobacteria_gi_294624470	26200428.fasta	427081	Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122			26200428	VirSorter
Gammaproteobacteria_gi_549713031_2576270_2586301	26200428.fasta	366649	Xanthomonas fuscans subsp. fuscans			26200428	VirSorter
Gammaproteobacteria_gi_325921215_6428_16434	26200428.fasta	925777	Xanthomonas gardneri ATCC 19865			26200428	VirSorter
Gammaproteobacteria_gi_84621657_2362429_2381835	26200428.fasta	342109	Xanthomonas oryzae pv. oryzae MAFF 311018			26200428	VirSorter
Gammaproteobacteria_gi_485066476	26200428.fasta	1009853	Xanthomonas oryzae X11-5A			26200428	VirSorter
Gammaproteobacteria_gi_485067335	26200428.fasta	1009854	Xanthomonas oryzae X8-1A			26200428	VirSorter
Gammaproteobacteria_gi_325928215	26200428.fasta	925776	Xanthomonas perforans 91-118			26200428	VirSorter
Gammaproteobacteria_gi_378760355_17769_33455	26200428.fasta	1084662	Xanthomonas sacchari NCPPB 4393			26200428	VirSorter
Gammaproteobacteria_gi_378760357_8358_14535	26200428.fasta	1084662	Xanthomonas sacchari NCPPB 4393			26200428	VirSorter
Gammaproteobacteria_gi_484178383	26200428.fasta	1240783	Xanthomonas sp. SHU199			26200428	VirSorter
Gammaproteobacteria_gi_433676172	26200428.fasta	1261556	Xanthomonas translucens pv. translucens DSM 18974			26200428	VirSorter
Gammaproteobacteria_gi_484213551	26200428.fasta	1094174	Xanthomonas vasicola pv. vasculorum NCPPB 1326			26200428	VirSorter
Gammaproteobacteria_gi_484216116_105899_115851	26200428.fasta	1094181	Xanthomonas vasicola pv. vasculorum NCPPB 206			26200428	VirSorter
Gammaproteobacteria_gi_484216135_320523_330087	26200428.fasta	1094181	Xanthomonas vasicola pv. vasculorum NCPPB 206			26200428	VirSorter
Gammaproteobacteria_gi_484216160	26200428.fasta	1094181	Xanthomonas vasicola pv. vasculorum NCPPB 206			26200428	VirSorter
Gammaproteobacteria_gi_325915711_0_5234	26200428.fasta	925775	Xanthomonas vesicatoria ATCC 35937			26200428	VirSorter
Cyanobacteria_gi_443328673	26200428.fasta	102125	Xenococcus sp. PCC 7305			26200428	VirSorter
Gammaproteobacteria_gi_290473094_660029_714741	26200428.fasta	406818	Xenorhabdus bovienii SS-2004			26200428	VirSorter
Gammaproteobacteria_gi_290473094_987716_1015762	26200428.fasta	406818	Xenorhabdus bovienii SS-2004			26200428	VirSorter
Gammaproteobacteria_gi_300721089_1052689_1081804	26200428.fasta	406817	Xenorhabdus nematophila ATCC 19061			26200428	VirSorter
Gammaproteobacteria_gi_499068316_423619_447469	26200428.fasta	1306162	Xenorhabdus nematophila F1			26200428	VirSorter
Gammaproteobacteria_gi_565818362_100720_106748	26200428.fasta	1214121	Xylella fastidiosa 32			26200428	VirSorter
Gammaproteobacteria_gi_565818386	26200428.fasta	1214121	Xylella fastidiosa 32			26200428	VirSorter
Gammaproteobacteria_gi_565818428	26200428.fasta	1214121	Xylella fastidiosa 32			26200428	VirSorter
Gammaproteobacteria_gi_565818749_42970_55132	26200428.fasta	1214121	Xylella fastidiosa 32			26200428	VirSorter
Gammaproteobacteria_gi_565818771	26200428.fasta	1214121	Xylella fastidiosa 32			26200428	VirSorter
Gammaproteobacteria_gi_565818901	26200428.fasta	1214121	Xylella fastidiosa 32			26200428	VirSorter
Gammaproteobacteria_gi_565819539_0_11204	26200428.fasta	1211847	Xylella fastidiosa 6c			26200428	VirSorter
Gammaproteobacteria_gi_565819789_0_38145	26200428.fasta	1211847	Xylella fastidiosa 6c			26200428	VirSorter
Gammaproteobacteria_gi_565819799_0_5928	26200428.fasta	1211847	Xylella fastidiosa 6c			26200428	VirSorter
Gammaproteobacteria_gi_57014152_1776416_1791725	26200428.fasta	160492	Xylella fastidiosa 9a5c			26200428	VirSorter
Gammaproteobacteria_gi_71276652	26200428.fasta	155919	Xylella fastidiosa Dixon			26200428	VirSorter
Gammaproteobacteria_gi_71276698	26200428.fasta	155919	Xylella fastidiosa Dixon			26200428	VirSorter
Gammaproteobacteria_gi_71276714	26200428.fasta	155919	Xylella fastidiosa Dixon			26200428	VirSorter
Gammaproteobacteria_gi_417558989	26200428.fasta	945689	Xylella fastidiosa EB92.1			26200428	VirSorter
Gammaproteobacteria_gi_170729251_1167852_1184440	26200428.fasta	405440	Xylella fastidiosa M12			26200428	VirSorter
Gammaproteobacteria_gi_170729251_1206887_1248417	26200428.fasta	405440	Xylella fastidiosa M12			26200428	VirSorter
Gammaproteobacteria_gi_182680572_1128738_1154960	26200428.fasta	405441	Xylella fastidiosa M23			26200428	VirSorter
Gammaproteobacteria_gi_182680572_1169998_1226453	26200428.fasta	405441	Xylella fastidiosa M23			26200428	VirSorter
Gammaproteobacteria_gi_182680572_453845_468903	26200428.fasta	405441	Xylella fastidiosa M23			26200428	VirSorter
Gammaproteobacteria_gi_386083114_1573852_1588909	26200428.fasta	788929	Xylella fastidiosa subsp. fastidiosa GB514			26200428	VirSorter
Gammaproteobacteria_gi_544952661	26200428.fasta	1343737	Xylella fastidiosa subsp. multiplex Griffin-1			26200428	VirSorter
Gammaproteobacteria_gi_544952699	26200428.fasta	1343737	Xylella fastidiosa subsp. multiplex Griffin-1			26200428	VirSorter
Gammaproteobacteria_gi_544952705	26200428.fasta	1343737	Xylella fastidiosa subsp. multiplex Griffin-1			26200428	VirSorter
Gammaproteobacteria_gi_544952730	26200428.fasta	1343737	Xylella fastidiosa subsp. multiplex Griffin-1			26200428	VirSorter
Gammaproteobacteria_gi_28197945_1118855_1143364	26200428.fasta	183190	Xylella fastidiosa Temecula1			26200428	VirSorter
Gammaproteobacteria_gi_28197945_1159609_1216913	26200428.fasta	183190	Xylella fastidiosa Temecula1			26200428	VirSorter
Gammaproteobacteria_gi_28197945_453992_469050	26200428.fasta	183190	Xylella fastidiosa Temecula1			26200428	VirSorter
Gammaproteobacteria_gi_238760571	26200428.fasta	527002	Yersinia aldovae ATCC 35236			26200428	VirSorter
Gammaproteobacteria_gi_238785226_4842_38794	26200428.fasta	349968	Yersinia bercovieri ATCC 43970			26200428	VirSorter
Gammaproteobacteria_gi_238785961	26200428.fasta	349968	Yersinia bercovieri ATCC 43970			26200428	VirSorter
Gammaproteobacteria_gi_554499379_103660_127175	26200428.fasta	1262466	Yersinia enterocolitica (type O:3) str. YE12/03			26200428	VirSorter
Gammaproteobacteria_gi_554499194_3442114_3473179	26200428.fasta	1262465	"Yersinia enterocolitica (type O:5,27) str. YE149/02"			26200428	VirSorter
Gammaproteobacteria_gi_433551628_29712_53227	26200428.fasta	1243181	Yersinia enterocolitica IP 10393			26200428	VirSorter
Gammaproteobacteria_gi_483771549	26200428.fasta	947557	Yersinia enterocolitica NFO			26200428	VirSorter
Gammaproteobacteria_gi_483772185_0_34766	26200428.fasta	947557	Yersinia enterocolitica NFO			26200428	VirSorter
Gammaproteobacteria_gi_483772541	26200428.fasta	947557	Yersinia enterocolitica NFO			26200428	VirSorter
Gammaproteobacteria_gi_123440403_1849767_1887256	26200428.fasta	393305	Yersinia enterocolitica subsp. enterocolitica 8081			26200428	VirSorter
Gammaproteobacteria_gi_420258763_2349_25767	26200428.fasta	1194086	Yersinia enterocolitica subsp. enterocolitica WA-314			26200428	VirSorter
Gammaproteobacteria_gi_420259586	26200428.fasta	1194086	Yersinia enterocolitica subsp. enterocolitica WA-314			26200428	VirSorter
Gammaproteobacteria_gi_420260220_0_42431	26200428.fasta	1194086	Yersinia enterocolitica subsp. enterocolitica WA-314			26200428	VirSorter
Gammaproteobacteria_gi_332159624_1584617_1621273	26200428.fasta	994476	Yersinia enterocolitica subsp. palearctica 105.5R(r)			26200428	VirSorter
Gammaproteobacteria_gi_332159624_2078753_2108526	26200428.fasta	994476	Yersinia enterocolitica subsp. palearctica 105.5R(r)			26200428	VirSorter
Gammaproteobacteria_gi_332159624_2476595_2494296	26200428.fasta	994476	Yersinia enterocolitica subsp. palearctica 105.5R(r)			26200428	VirSorter
Gammaproteobacteria_gi_418242445_17149_48075	26200428.fasta	1071969	Yersinia enterocolitica subsp. palearctica PhRBD_Ye1			26200428	VirSorter
Gammaproteobacteria_gi_418242906_0_10954	26200428.fasta	1071969	Yersinia enterocolitica subsp. palearctica PhRBD_Ye1			26200428	VirSorter
Gammaproteobacteria_gi_386307442_2917245_2940754	26200428.fasta	930944	Yersinia enterocolitica subsp. palearctica Y11			26200428	VirSorter
Gammaproteobacteria_gi_511012061_21297_33562	26200428.fasta	1329365	Yersinia enterocolitica subsp. palearctica YE-149			26200428	VirSorter
Gammaproteobacteria_gi_511012307_21261_33530	26200428.fasta	1329366	Yersinia enterocolitica subsp. palearctica YE-150			26200428	VirSorter
Gammaproteobacteria_gi_510998707_21127_33392	26200428.fasta	1329363	Yersinia enterocolitica subsp. palearctica YE-P1			26200428	VirSorter
Gammaproteobacteria_gi_510999106_0_8288	26200428.fasta	1329364	Yersinia enterocolitica subsp. palearctica YE-P4			26200428	VirSorter
